AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeuponOutcome(Weeks)
A706137,Pietro,2015-09-12 17:12:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,13.5
A719075,Quibos,2016-01-17 19:40:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White,260.0
A719279,Venus,2016-01-22 14:34:00,Adoption,,Dog,Spayed Female,Miniature Poodle Mix,White/White,468.0
A700237,Bolt,2015-04-16 13:11:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,White,156.0
A716979,Mirinda,2015-12-20 00:00:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,13.5
A695906,,2015-01-26 18:28:00,Adoption,,Dog,Neutered Male,Border Collie Mix,Tricolor,9.0
A676495,Nemo,2014-04-12 12:30:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White,52.0
A685509,,2014-08-08 18:20:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,White/Orange Tabby,3.0
A668685,Sugar,2013-12-09 17:57:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tricolor,52.0
A709085,Tina,2015-08-14 17:21:00,Adoption,,Cat,Spayed Female,Domestic Shorthair,Brown Tabby/White,22.5
A669745,Missy,2013-12-31 15:25:00,Transfer,Partner,Dog,Spayed Female,Dachshund/Chihuahua Shorthair,Tan/White,9.0
A716105,Puppy,2015-11-25 13:01:00,Return_to_owner,,Dog,Intact Male,Dachshund Mix,Brown,52.0
A716503,,2015-11-20 15:31:00,Transfer,Partner,Dog,Intact Female,German Shepherd Mix,Sable,1.0
A684636,Buttrscotch,2014-08-21 14:20:00,Transfer,Partner,Dog,Spayed Female,Rat Terrier Mix,White/Tan,104.0
A518264,King,2013-10-20 13:24:00,Return_to_owner,,Dog,Neutered Male,Great Dane Mix,Black/White,260.0
A696539,Jasper,2015-05-21 17:41:00,Adoption,,Dog,Neutered Male,Australian Cattle Dog Mix,Tan/White,27.0
A704556,,2015-06-10 17:54:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Red/White,18.0
A720535,,2016-02-15 18:46:00,Adoption,,Dog,Neutered Male,Blue Lacy,Blue/Tan,9.0
A685891,,2014-08-14 17:22:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,13.5
A693743,Tucker,2014-12-19 17:12:00,Return_to_owner,,Dog,Neutered Male,Rhod Ridgeback Mix,Tan,208.0
A703081,,2015-05-20 14:10:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,3.0
A702203,,2015-05-10 19:32:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,3.0
A706619,Bella,2015-07-02 12:06:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown/White,52.0
A690844,Pouncers,2014-10-27 16:35:00,Return_to_owner,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,312.0
A700282,Keno,2015-04-12 14:13:00,Return_to_owner,,Dog,Neutered Male,Siberian Husky Mix,Red,260.0
A680209,Holly,2014-05-30 20:53:00,Return_to_owner,,Dog,Spayed Female,Alaskan Malamute Mix,Gray,104.0
A690474,,2014-10-22 17:46:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever Mix,Black/White,3.0
A670832,Lucky,2015-12-15 16:24:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Brown/White,104.0
A706273,Pepper,2015-07-05 18:31:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,9.0
A678955,Lavender,2014-09-05 13:33:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Cream,18.0
A682536,,2014-07-04 18:42:00,Transfer,Partner,Dog,Neutered Male,Plott Hound Mix,Brown Brindle/Red Tick,18.0
A696497,Marley,2015-02-11 16:41:00,Adoption,,Dog,Neutered Male,German Shepherd/Australian Cattle Dog,White,18.0
A706774,,2015-07-05 09:00:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Black,104.0
A666814,Max,2013-11-15 11:58:00,Adoption,,Cat,Neutered Male,Siamese/Domestic Shorthair,Black,9.0
A719226,,2016-01-18 15:10:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever Mix,Brown,13.5
A705800,,2015-06-22 09:00:00,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,Black,52.0
A720486,Carina,2016-02-14 17:36:00,Adoption,,Dog,Spayed Female,Dachshund Wirehair/Chihuahua Shorthair,White/Tan,36.0
A674694,Tuff,2014-03-20 17:38:00,Return_to_owner,,Dog,Neutered Male,Yorkshire Terrier Mix,Tan/Gray,260.0
A675581,,2014-04-03 13:22:00,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,White/Brown Brindle,4.5
A671555,,2014-01-27 16:26:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Calico,31.5
A711416,,2015-09-06 16:34:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,2.0
A711342,Goose,2015-11-10 09:00:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,13.5
A684495,Prissy,2015-10-23 11:45:00,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Calico,208.0
A678736,,2014-05-13 14:50:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair/Jack Russell Terrier,White/Black,1.0
A677072,Andy,2014-04-26 16:32:00,Adoption,,Dog,Neutered Male,Miniature Pinscher Mix,Black/Tan,52.0
A689212,Luigi,2015-04-12 18:59:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Collie Smooth,Chocolate,52.0
A718245,Strider,2015-12-31 20:43:00,Adoption,,Dog,Neutered Male,Staffordshire Mix,Blue/White,104.0
A709553,,2015-08-14 18:49:00,Adoption,,Dog,Neutered Male,American Staffordshire Terrier Mix,Blue/White,18.0
A675188,Milky,2014-04-04 18:10:00,Return_to_owner,,Dog,Neutered Male,Cocker Spaniel Mix,Tan,104.0
A698969,Sadie,2015-03-23 18:13:00,Return_to_owner,,Dog,Spayed Female,Australian Cattle Dog Mix,Black/White,52.0
A696449,Bandit,2015-02-05 12:23:00,Return_to_owner,,Dog,Neutered Male,Boxer/Labrador Retriever,Brown/Black,156.0
A684211,Fred,2014-08-09 10:42:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Chocolate/White,45.0
A680715,Roxie,2014-12-23 13:38:00,Transfer,Partner,Dog,Spayed Female,Pit Bull Mix,Red/White,104.0
A668209,Cindi Lou,2013-12-11 12:14:00,Transfer,Partner,Dog,Intact Female,Yorkshire Terrier/Chihuahua Longhair,Gray/Black,156.0
A671517,,2014-02-04 13:58:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,22.5
A684090,Chica,2014-07-23 19:22:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Tricolor,49.5
A663530,Montgomery,2013-10-09 12:52:00,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,104.0
A675335,Jayla,2014-03-30 18:51:00,Return_to_owner,,Dog,Spayed Female,Standard Schnauzer Mix,Silver,208.0
A688803,Roxy,2014-09-24 12:24:00,Return_to_owner,,Dog,Spayed Female,Pug,Black Brindle/White,156.0
A666896,Casey,2013-11-08 18:50:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Tricolor,4.5
A695636,,2015-02-18 06:51:00,Adoption,Foster,Dog,Spayed Female,Border Collie Mix,Sable/White,4.5
A676355,Farley,2014-04-25 16:04:00,Euthanasia,Aggressive,Dog,Neutered Male,Pit Bull Mix,Brown/White,104.0
A707355,,2015-07-12 17:30:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,4.5
A678965,,2014-05-14 17:13:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,3.0
A666592,,2013-11-10 16:35:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Buff/White,104.0
A719176,Tubby,2016-01-18 14:28:00,Transfer,Partner,Dog,Intact Male,American Eskimo Mix,White,624.0
A708443,Shyanne,2015-08-25 12:41:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/White,52.0
A666091,Willy,2013-12-06 15:54:00,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Black/White,9.0
A697686,Remy,2015-08-12 12:02:00,Euthanasia,Suffering,Cat,Spayed Female,Domestic Longhair Mix,Black/White,416.0
A672346,Hope,2014-02-16 15:47:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Tan/White,52.0
A664625,Juanito,2013-10-07 11:24:00,Return_to_owner,,Dog,Intact Male,Chihuahua Shorthair Mix,Brown/White,104.0
A673393,Ricky,2014-03-30 18:29:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,104.0
A677633,,2014-04-27 15:35:00,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Black/White,2.0
A667550,Dixie,2013-11-20 17:16:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown/White,260.0
A704429,,2015-06-04 18:52:00,Transfer,Partner,Dog,Unknown,Chihuahua Shorthair/Pit Bull,Brown,0.8571428571428571
A698971,Davey,2015-04-20 13:10:00,Transfer,Partner,Dog,Neutered Male,Australian Cattle Dog Mix,Black/White,260.0
A674662,,2014-03-16 15:59:00,Transfer,Partner,Dog,Intact Female,Chow Chow Mix,Gold/Black,4.0
A705357,,2015-06-16 12:39:00,Euthanasia,Medical,Cat,Unknown,Domestic Shorthair Mix,Black,0.2857142857142857
A667861,Bear,2013-12-06 17:13:00,Adoption,,Dog,Neutered Male,American Staffordshire Terrier Mix,Black Brindle/White,156.0
A694547,Kade,2015-01-05 18:34:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown,52.0
A713157,,2015-10-07 19:02:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,White/Black,4.5
A663550,Gus,2013-10-27 11:45:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby,13.5
A700114,Lyric,2015-04-08 17:20:00,Adoption,,Cat,Spayed Female,Russian Blue Mix,Blue/White,52.0
A459318,Pancho,2014-02-05 18:18:00,Return_to_owner,,Dog,Neutered Male,Miniature Schnauzer Mix,Silver/White,156.0
A701074,,2015-04-23 18:58:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,4.0
A489704,Duke,2015-03-19 17:34:00,Adoption,,Dog,Neutered Male,German Shepherd,Sable,728.0
A667467,Gonzo,2013-11-19 11:53:00,Return_to_owner,,Dog,Spayed Female,Jack Russell Terrier Mix,White/Orange,624.0
A673327,,2014-03-03 15:53:00,Transfer,Partner,Dog,Spayed Female,Carolina Dog Mix,Tan/White,104.0
A700255,Brody,2015-07-19 14:39:00,Adoption,Foster,Dog,Neutered Male,Chihuahua Shorthair Mix,Chocolate/White,208.0
A715385,Rosie,2015-11-05 18:09:00,Return_to_owner,,Dog,Spayed Female,Dachshund Mix,Black/Tan,260.0
A692837,Drew,2014-12-26 10:01:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair,Black/White,4.5
A678253,Magic,2014-05-18 13:38:00,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Black,31.5
A711745,Hydel,2015-10-22 14:33:00,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,416.0
A681218,,2014-06-15 17:22:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Catahoula,Buff,13.5
A688093,Champ,2014-09-27 16:54:00,Adoption,,Dog,Neutered Male,Rat Terrier Mix,White/Brown,260.0
A658404,Peeta,2013-12-26 16:57:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,36.0
A678087,Myrtle,2014-07-06 19:03:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie/White,13.5
A693321,Kitty,2014-12-17 17:30:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,312.0
A670005,Quixote,2014-01-05 12:56:00,Adoption,,Dog,Spayed Female,Chow Chow Mix,Red/Black,22.5
A680810,Bonnie,2014-06-12 18:06:00,Adoption,,Dog,Spayed Female,Black Mouth Cur Mix,Brown,9.0
A699490,,2015-04-01 19:33:00,Return_to_owner,,Dog,Neutered Male,Pit Bull/Boxer,Fawn/White,18.0
A678349,Lulu,2014-05-12 18:49:00,Adoption,,Dog,Spayed Female,Yorkshire Terrier Mix,Brown/Black,104.0
A666629,Lambchop,2013-11-11 17:28:00,Adoption,,Dog,Neutered Male,Australian Cattle Dog Mix,Brown Brindle/White,104.0
A665102,Minnie,2013-10-18 11:43:00,Adoption,,Dog,Spayed Female,Pug Mix,Brown,9.0
A701373,Glen,2015-06-04 17:32:00,Adoption,,Cat,Neutered Male,Domestic Medium Hair,Brown Tabby,4.5
A699871,Axel,2015-04-17 15:41:00,Return_to_owner,,Dog,Neutered Male,Great Dane,Black/White,52.0
A716334,Sadie,2015-12-07 16:42:00,Adoption,,Dog,Spayed Female,American Staffordshire Terrier Mix,White,104.0
A697151,Tulip,2015-02-23 13:21:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,104.0
A691699,Clementine,2014-11-16 13:26:00,Transfer,Partner,Dog,Intact Female,Chinese Sharpei/Labrador Retriever,Black/White,22.5
A712078,Tula,2015-09-21 14:37:00,Transfer,Partner,Dog,Spayed Female,Siberian Husky/German Shepherd,Tricolor,18.0
A702980,,2015-05-19 18:48:00,Transfer,Partner,Cat,Unknown,Domestic Medium Hair Mix,Brown Tabby,2.0
A667404,Nina,2013-11-18 18:34:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever/German Shepherd,Tricolor,156.0
A685798,Mama'S,2014-08-15 18:16:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown Brindle/White,208.0
A673007,Bond,2014-02-25 17:51:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Brown/Black,52.0
A665444,,2013-10-25 12:08:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,4.5
A685615,Peaches,2014-08-09 18:53:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Brown,4.5
A663342,Deco,2013-10-01 12:05:00,Euthanasia,Behavior,Dog,Neutered Male,Chesa Bay Retr Mix,Red/White,52.0
A666212,Clyde,2013-12-24 14:14:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,13.5
A702505,,2015-05-14 18:50:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,4.0
A688151,Thor,2014-09-24 14:20:00,Adoption,,Dog,Neutered Male,German Shepherd,Black/Brown,260.0
A712995,Sambo,2015-10-01 17:08:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,416.0
A697876,Rocco,2015-03-03 15:25:00,Return_to_owner,,Dog,Neutered Male,Black Mouth Cur Mix,Yellow Brindle,104.0
A673866,,2014-03-06 15:23:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Red/White,45.0
A695182,Che,2015-01-27 12:49:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,364.0
A682187,,2014-06-25 13:17:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,2.0
A670502,Apollonia,2014-01-19 23:26:00,Adoption,,Dog,Spayed Female,Belgian Sheepdog Mix,Sable,260.0
A680485,Nutmeg,2014-07-18 18:58:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Cream Tabby,9.0
A685992,Ramsey,2014-08-23 18:28:00,Adoption,,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,9.0
A715044,Pinino,2015-11-01 12:30:00,Return_to_owner,,Dog,Neutered Male,Australian Cattle Dog Mix,Tricolor/White,520.0
A707692,Amari,2015-08-13 15:15:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black,4.5
A720461,Aitana,2016-02-13 12:39:00,Adoption,,Dog,Spayed Female,Chow Chow/German Shepherd,Black,27.0
A679410,,2014-05-20 17:18:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black/White,0.8571428571428571
A700655,,2015-04-17 15:59:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,0.2857142857142857
A696116,Gigi,2015-02-03 17:46:00,Adoption,,Dog,Spayed Female,Rat Terrier Mix,White/Brown,52.0
A685283,,2014-08-05 12:47:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1.0
A683945,,2014-07-20 11:19:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1.0
A709485,Lancelot,2015-12-31 12:59:00,Return_to_owner,,Cat,Neutered Male,Siamese Mix,Flame Point,104.0
A669504,Chester,2014-01-01 12:46:00,Adoption,,Cat,Neutered Male,Siamese Mix,Lynx Point,27.0
A701346,,2015-05-04 13:35:00,Euthanasia,Aggressive,Dog,Intact Female,Labrador Retriever Mix,Black,156.0
A684464,Osiris,2014-07-26 19:03:00,Adoption,Foster,Dog,Neutered Male,Labrador Retriever/Spanish Water Dog,Black/White,9.0
A718583,Onny,2016-01-05 18:49:00,Return_to_owner,,Dog,Neutered Male,Staffordshire Mix,Black/White,52.0
A719091,Otis,2016-01-24 14:43:00,Adoption,,Dog,Neutered Male,Dachshund/Chihuahua Shorthair,White/Tan,104.0
A626771,Ziggy,2014-06-26 15:28:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Black,104.0
A695688,Red Bull,2015-01-20 17:45:00,Return_to_owner,,Dog,Neutered Male,Miniature Schnauzer Mix,Black,52.0
A696153,Socks,2015-02-25 08:25:00,Adoption,Foster,Dog,Neutered Male,Dachshund Mix,Sable/White,4.5
A682469,,2014-06-28 13:33:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,0.42857142857142855
A683434,,2014-07-10 16:57:00,Transfer,Partner,Dog,Intact Male,Dachshund/Australian Cattle Dog,Chocolate/Brown Merle,40.5
A710276,Millie,2015-09-01 18:48:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,260.0
A711469,Jelly,2015-10-10 14:30:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,9.0
A710835,Willie,2015-09-02 18:16:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown,104.0
A664720,Delilah,2013-12-28 14:08:00,Adoption,,Dog,Spayed Female,Border Collie/Parson Russell Terrier,Brown Brindle/White,312.0
A678339,Cookie,2014-12-27 14:51:00,Return_to_owner,,Dog,Spayed Female,Miniature Poodle Mix,Cream/Black,416.0
A671577,Bobby,2014-02-11 13:47:00,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,52.0
A718523,,2016-01-06 10:37:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever/Great Pyrenees,Tan/White,22.5
A668580,Mickey,2013-12-10 16:23:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,White,52.0
A534959,Star,2016-01-19 19:13:00,Return_to_owner,,Dog,Spayed Female,German Shepherd,Brown/Black,416.0
A489464,Diamond,2015-11-15 17:56:00,Return_to_owner,,Dog,Spayed Female,Pit Bull/Labrador Retriever,Red/Black,416.0
A705066,Millie,2015-06-30 13:00:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue,9.0
A718056,,2015-12-24 13:30:00,Transfer,Partner,Cat,Intact Female,Manx Mix,Brown Tabby,312.0
A708713,Mabry,2015-07-30 19:16:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever Mix,Chocolate,104.0
A705602,Carmen,2015-06-20 15:08:00,Return_to_owner,,Dog,Intact Female,Boxer Mix,Red,156.0
A676343,,2014-04-08 13:59:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2.0
A702706,Spanky,2015-05-17 11:32:00,Return_to_owner,,Dog,Neutered Male,Siberian Husky Mix,Cream/White,13.5
A705146,Major,2015-10-17 15:27:00,Adoption,,Dog,Neutered Male,Jack Russell Terrier Mix,White/Brown,676.0
A677889,Einstein,2014-05-05 08:52:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,White/Brown Brindle,49.5
A668058,Chip,2013-12-28 12:40:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Tan/White,40.5
A668218,,2013-12-09 14:34:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,9.0
A667827,,2013-11-26 14:55:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,18.0
A704728,Blue,2015-06-15 16:19:00,Adoption,,Cat,Spayed Female,Siamese Mix,Lynx Point,104.0
A678820,,2014-05-13 13:20:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,0.0
A683584,Memphis,2014-07-17 15:23:00,Adoption,,Dog,Spayed Female,Doberman Pinsch Mix,Red/Tan,416.0
A697680,,2015-02-26 13:47:00,Transfer,Partner,Dog,Intact Male,Weimaraner Mix,Fawn/White,9.0
A697252,Big Mac,2015-02-24 11:22:00,Adoption,,Dog,Neutered Male,Miniature Poodle Mix,White,52.0
A705516,Leila,2015-06-24 12:23:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Blue/White,9.0
A707920,Bonnie Blue,2015-08-19 12:04:00,Transfer,Partner,Dog,Spayed Female,Staffordshire Mix,Blue/White,104.0
A685109,Aster,2014-09-27 13:48:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,9.0
A698264,Sophie,2015-03-15 13:43:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black/Brown,52.0
A691682,Lori,2015-01-07 13:03:00,Transfer,Partner,Dog,Spayed Female,Beagle/Pit Bull,Brown Brindle/White,156.0
A491810,Katie,2013-12-13 17:31:00,Euthanasia,Suffering,Dog,Spayed Female,German Shepherd Mix,Brown/Black,416.0
A435209,Bessy,2014-03-01 11:46:00,Return_to_owner,,Dog,Spayed Female,Chow Chow Mix,Tan/White,468.0
A673040,,2014-02-19 16:29:00,Transfer,Partner,Cat,Intact Female,Siamese Mix,Lynx Point,1.0
A699788,,2015-04-02 17:27:00,Transfer,Partner,Dog,Spayed Female,Pbgv,White/Blue,40.5
A678143,Dolce,2014-05-04 16:53:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever/Australian Cattle Dog,Black/White,208.0
A679511,Mary Jane,2014-05-31 11:28:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Blue/White,260.0
A665708,,2013-11-03 16:07:00,Adoption,,Dog,Spayed Female,Pointer Mix,White/Black,18.0
A669370,Jake,2014-01-26 17:30:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Black/White,156.0
A720494,Flower,2016-02-13 17:53:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Black,4.5
A708977,,2015-08-19 14:27:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,2.0
A712219,,2015-09-20 09:00:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Lynx Point,104.0
A666916,Mosley,2013-11-23 14:25:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,13.5
A718793,Flint,2016-01-15 13:31:00,Adoption,,Cat,Neutered Male,Siamese Mix,Chocolate Point,624.0
A706507,,2015-06-30 00:00:00,Died,In Kennel,Cat,Unknown,Domestic Shorthair Mix,Black,0.7142857142857143
A694052,,2014-12-26 16:13:00,Transfer,Partner,Dog,Intact Male,Anatol Shepherd Mix,Black,2.0
A618957,Petey,2014-12-01 16:56:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Black/White,156.0
A677555,Niblet,2014-07-22 08:16:00,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair,Tan,104.0
A689949,Jezzy,2014-10-20 17:03:00,Transfer,Partner,Dog,Neutered Male,Miniature Pinscher Mix,Red,156.0
A696225,Lady Bird,2015-02-07 11:29:00,Transfer,Partner,Dog,Spayed Female,Labrador Retriever,Chocolate,260.0
A719061,Max,2016-01-24 15:38:00,Adoption,,Dog,Neutered Male,Akita,Sable/White,36.0
A661830,Amalia,2013-10-17 17:58:00,Transfer,SCRP,Cat,Intact Female,Domestic Medium Hair Mix,Torbie,52.0
A717890,Mack,2016-01-13 11:59:00,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,Black/White,208.0
A678214,Ninja,2014-07-13 17:38:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black,9.0
A692321,Zooey,2014-12-04 17:35:00,Transfer,Partner,Dog,Spayed Female,Australian Cattle Dog Mix,White/Blue Tick,416.0
A666866,Mary,2016-01-09 14:30:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,468.0
A672416,Bernie,2014-02-12 15:08:00,Transfer,Partner,Dog,Intact Female,Bernese Mountain Dog Mix,Tricolor,4.5
A717402,Princess,2015-12-13 17:29:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Yellow,104.0
A699857,Tesla,2015-04-07 17:40:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Brown,18.0
A699793,,2015-04-12 15:07:00,Euthanasia,Suffering,Dog,Spayed Female,Shih Tzu Mix,White/Gray,416.0
A719076,,2016-01-17 08:21:00,Euthanasia,Rabies Risk,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,13.5
A714623,Riggins,2015-10-26 11:23:00,Return_to_owner,,Dog,Neutered Male,Bearded Collie Mix,Buff,260.0
A700773,,2015-04-19 14:42:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Tortie,3.0
A590362,Texas,2015-05-31 00:00:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever/Australian Shepherd,Blue Tick/Black,208.0
A695794,,2015-01-29 18:34:00,Adoption,,Dog,Spayed Female,Alaskan Husky Mix,Black/White,52.0
A690122,Bella,2014-10-18 14:14:00,Adoption,,Dog,Spayed Female,Pointer/Brittany,White/Brown,27.0
A717782,Hunter,2015-12-15 11:31:00,Return_to_owner,,Dog,Neutered Male,Shetland Sheepdog Mix,Brown/Tricolor,780.0
A663962,Terra,2013-10-11 15:06:00,Euthanasia,Aggressive,Dog,Intact Female,American Bulldog Mix,White/Brown Brindle,104.0
A677628,Chip,2014-05-29 16:17:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Agouti/Brown Tabby,9.0
A638819,Princess,2015-07-15 17:37:00,Euthanasia,Suffering,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,520.0
A687660,,2014-09-09 14:29:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Sable,9.0
A692464,Dixie,2014-11-24 13:43:00,Return_to_owner,,Dog,Spayed Female,Black Mouth Cur Mix,Brown,49.5
A673937,,2014-03-07 15:45:00,Transfer,Partner,Dog,Intact Male,Jack Russell Terrier Mix,Tricolor,9.0
A714086,Latte,2015-10-21 16:47:00,Transfer,Partner,Dog,Intact Female,Papillon Mix,Black/White,52.0
A680504,,2014-06-03 08:00:00,Transfer,SCRP,Cat,Intact Female,Siamese Mix,Lilac Point,104.0
A713850,Hilton,2015-10-27 13:46:00,Adoption,,Dog,Neutered Male,Catahoula/Anatol Shepherd,Brown Merle,31.5
